[header]
width=200
height=150
tilewidth=16
tileheight=16

[tilesets]
tileset=../Sprites/zeldaTileset16.gif,16,16,0,0
tileset=../Sprites/tileType16.png,16,16,0,0

[layer]
type=Tile Layer 1
data=
1283,1283,1283,1821,1039,1040,1039,1040,1039,1040,1039,1040,1039,1040,1039,1040,1039,1040,1039,1040,1039,1040,1039,1040,1039,1040,1039,1040,1039,1040,1039,1040,1039,1040,1039,1040,1039,1040,1039,1040,1039,1040,1039,1040,1039,1040,1039,1040,1039,1040,1039,1040,1039,1040,1039,1040,1039,1040,1039,1040,1039,1040,1039,1040,1039,1040,1039,1040,1039,1040,1039,1040,1039,1040,1039,1040,1039,1040,1039,1040,1039,1040,1039,1040,1039,1040,1039,1040,1039,1040,1039,1040,1039,1040,1039,1040,1039,1040,1039,1040,1039,1040,1039,1040,1039,1040,1039,1040,1039,1040,1039,1040,1039,1040,1039,1040,1220,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1821,1039,1040,1039,1040,1039,1040,1220,0,0,0,0,0,0,0,0,0,1283,1283,1283,1283,1283,1283,1283,1283,1283,0,0,0,1039,1040,1039,1040,1039,1040,1039,1040,1039,1040,1039,1040,1039,1040,1220,1283,1283,1283,1283,1283,1283,
1283,1283,1821,1822,1103,1104,1103,1104,1103,1104,1103,1104,1103,1104,1103,1104,1103,1104,1103,1104,1103,1104,1103,1104,1103,1104,1103,1104,1103,1104,1103,1104,1103,1104,1103,1104,1103,1104,1103,1104,1103,1104,1103,1104,1103,1104,1103,1104,1103,1104,1103,1104,1103,1104,1103,1104,1103,1104,1103,1104,1103,1104,1103,1104,1103,1104,1103,1104,1103,1104,1103,1104,1103,1104,1103,1104,1103,1104,1103,1104,1103,1104,1103,1104,1103,1104,1103,1104,1103,1104,1103,1104,1103,1104,1103,1104,1103,1104,1103,1104,1103,1104,1103,1104,1103,1104,1103,1104,1103,1104,1103,1104,1103,1104,1103,1104,1219,1220,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1821,1822,1103,1104,1103,1104,1103,1104,1219,1220,0,0,0,0,0,0,0,0,1283,1283,1283,1283,1283,1283,1283,1283,1283,0,0,0,1103,1104,1103,1104,1103,1104,1103,1104,1103,1104,1103,1104,1103,1104,1219,1220,1283,1283,1283,1283,1283,
1283,1821,1822,1758,1167,1168,1167,1168,1167,1168,1167,1168,1167,1168,1167,1168,1167,1168,1167,1168,1167,1168,1167,1168,1167,1168,1167,1168,1167,1168,1167,1168,1167,1168,1167,1168,1167,1168,1167,1168,1167,1168,1167,1168,1167,1168,1167,1168,1167,1168,1167,1168,1167,1168,1167,1168,1167,1168,1167,1168,1167,1168,1167,1168,1167,1168,1167,1168,1167,1168,1167,1168,1167,1168,1167,1168,1167,1168,1167,1168,1167,1168,1167,1168,1167,1168,1167,1168,1167,1168,1167,1168,1167,1168,1167,1168,1167,1168,1167,1168,1167,1168,1167,1168,1167,1168,1167,1168,1167,1168,1167,1168,1167,1168,1167,1168,1218,1219,1220,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1821,1822,1758,1167,1168,1167,1168,1167,1168,1218,1219,1220,0,0,0,0,0,0,0,1283,1283,1283,1283,1283,1283,1283,1283,1283,0,0,1821,1822,1758,1167,1168,1167,1168,1167,1168,1167,1168,1167,1168,1167,1168,1218,1218,1219,1220,1283,1283,1283,
1821,1822,1758,1822,719,720,719,720,719,720,719,720,719,720,719,720,719,720,719,720,719,720,719,720,719,720,719,720,719,720,719,720,719,720,719,720,719,720,719,720,719,720,719,720,719,720,719,720,719,720,719,720,719,720,719,720,719,720,719,720,719,720,719,720,719,720,719,720,719,720,719,720,719,720,719,720,719,720,719,720,719,720,719,720,719,720,719,720,719,720,719,720,719,720,719,720,719,720,719,720,719,720,719,720,719,720,719,720,719,720,719,720,719,720,719,720,0,1218,1219,1220,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1821,1822,1758,720,719,720,719,720,719,720,0,0,0,0,0,0,0,0,0,0,1283,1283,1283,1283,1283,1283,1283,1283,1283,0,1821,1822,1758,720,719,720,719,720,719,720,719,720,719,720,719,720,0,1218,1218,1219,1220,1283,1283,
1822,1758,1822,1758,651,652,1417,1481,1482,1481,1482,1481,1482,1481,1482,1481,1482,1481,1482,1481,1482,1481,1482,1481,1482,1481,1482,1481,1482,1481,1482,1481,1482,1481,1482,1481,1482,1481,1482,1481,1482,1481,1482,1481,1482,1481,1482,1481,1482,1481,1482,1481,1482,1481,1482,1481,1482,1481,1482,1481,1482,1481,1482,1481,1482,1481,1482,1481,1482,1481,1482,1481,1482,1481,1482,1481,1482,1481,1482,1481,1482,1481,1482,1481,1482,1481,1482,1481,1482,1481,1482,1481,1482,1481,1482,1481,1482,1481,1482,1481,1482,1481,1482,1481,1482,1481,1482,1481,1482,1481,1482,1481,1482,1546,651,652,1154,0,1218,1219,1220,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1821,1822,1758,0,0,0,1417,1546,0,0,0,0,0,0,0,0,0,0,0,0,0,1283,1283,1283,1283,1283,1283,1283,1283,1283,1821,1822,1758,0,0,0,1417,1481,1482,1481,1482,1481,1482,1481,1481,1482,1546,0,0,1218,1218,1219,1220,1283,
1807,1808,836,837,652,1417,2000,2016,10,11,12,13,14,15,2016,2000,2000,3,4,1017,1018,3,4,2000,2016,10,11,12,13,14,15,2016,2000,1083,1084,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2016,2016,2016,2016,2016,2016,2016,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,1546,652,1090,1091,1032,1033,1034,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1821,1822,1758,0,0,0,1417,0,0,1546,0,0,0,0,0,0,0,0,0,0,0,0,1283,1283,1283,1283,1283,1283,1283,1283,1283,0,0,0,0,0,1417,0,0,0,0,0,0,0,0,0,0,0,1546,0,0,1218,1218,1219,1220,
1871,1872,900,901,1417,2000,2000,73,74,75,76,77,78,79,80,2000,2000,67,68,1081,1082,67,68,2000,73,74,75,76,77,78,79,80,2000,1147,1148,2000,2000,3,4,3,4,3,4,2000,2000,2000,2000,2000,2000,2000,2000,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,2000,2000,2000,2000,2016,10,11,12,13,14,15,2016,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,1665,1666,1667,1668,2000,2000,1546,1154,1155,1096,1097,1098,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1821,1822,1758,0,0,0,1417,0,0,0,0,1546,0,0,0,0,0,0,0,0,0,0,0,1283,1283,1283,1283,1283,1283,1283,1283,1283,0,0,0,0,1417,0,0,0,0,0,0,0,0,0,0,0,0,0,1672,1090,1091,1032,1033,1220,
1807,1808,836,837,1608,2000,2000,137,138,139,140,141,142,143,144,2000,2000,2000,2000,3,4,2000,2000,2000,137,138,139,140,141,142,143,144,2000,2000,2000,2000,2000,67,68,67,68,67,68,2000,2000,2000,2000,2000,2000,2000,2000,129,130,130,130,130,130,130,130,130,130,130,130,130,130,130,129,2000,2000,2000,2000,73,74,75,76,77,78,79,80,2000,2000,2000,2000,2000,2000,2000,1,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,1729,1730,1731,1732,2000,2000,1672,1090,1091,1032,1033,1034,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1806,1807,1808,836,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1283,1283,1283,1283,1283,1283,1283,1283,1283,0,0,0,0,1608,0,0,0,0,0,0,0,0,0,0,0,0,0,1672,1154,1155,1096,1097,1098,
1871,1872,900,901,1608,2000,2000,201,202,203,204,205,206,207,208,2016,2016,10,11,12,13,14,15,2016,201,202,203,204,205,206,207,208,2016,2016,2016,56,57,57,57,57,57,57,58,2016,2016,2016,2016,2016,2016,2016,2016,66,3,4,3,4,3,4,3,4,3,4,3,4,3,4,66,2000,2000,2016,2016,137,138,139,140,141,142,143,144,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,167,168,169,170,2016,2016,167,168,169,170,2016,2016,167,168,169,170,2016,2016,1793,1794,1795,1796,2000,2000,1672,1154,1155,1096,1097,1098,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1870,1871,1872,900,901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1283,1283,1283,1283,1283,1283,1283,1283,1283,0,0,0,0,1608,0,0,0,0,0,0,0,0,0,0,0,0,0,1672,1090,1091,1032,1033,1034,
1807,1808,836,837,1608,2000,2000,265,266,267,268,269,270,271,272,2016,73,74,75,76,77,78,79,80,265,266,267,268,269,270,271,272,2016,2016,2016,120,121,121,121,121,121,121,122,451,2016,2016,2016,2016,2016,2016,2016,129,67,68,67,68,67,68,67,68,67,68,67,68,67,68,129,2000,2000,2016,2016,201,202,203,204,205,206,207,208,2016,2016,2016,10,11,12,13,14,15,2016,2016,2016,231,232,233,234,2016,2016,231,232,233,234,2016,2016,231,232,233,234,2016,2016,1857,1858,1859,1860,2000,2000,1672,1090,1091,1032,1033,1034,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1806,1807,1808,836,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1039,1040,1039,1040,1039,1040,1039,1040,0,0,0,0,1608,0,0,0,0,0,0,0,0,0,0,0,0,0,1672,1154,1155,1096,1097,1098,
