[header]
width=40
height=30
tilewidth=16
tileheight=16

[tilesets]
tileset=../Sprites/zeldaTileset16.gif,16,16,0,0

[layer]
type=Tile Layer 1
data=
651,652,651,651,651,652,652,651,652,651,652,652,651,652,652,652,652,652,652,652,651,652,652,652,651,651,652,652,651,651,651,651,651,651,651,651,652,652,651,652,
651,652,651,652,651,651,652,1375,1376,651,652,652,651,651,651,652,651,652,652,651,652,651,651,651,651,652,651,651,651,652,652,651,652,652,651,652,651,651,652,652,
651,652,651,651,651,652,651,652,652,652,651,652,651,652,652,651,651,652,651,652,651,652,652,652,652,652,652,652,651,652,651,652,651,652,652,652,1375,1376,651,651,
652,651,651,652,652,652,652,651,651,652,652,651,652,651,652,651,652,652,651,652,652,651,652,652,652,652,652,651,652,652,652,652,651,652,652,652,651,652,652,652,
651,651,652,652,651,652,651,652,652,651,652,652,651,652,652,651,1375,1376,652,651,652,651,652,651,651,651,652,651,652,652,651,652,651,651,652,651,652,651,651,651,
651,652,651,651,652,652,652,651,652,652,651,651,652,651,652,652,651,651,652,652,652,652,651,651,652,651,652,652,651,652,651,652,651,652,651,652,652,651,652,652,
652,651,651,652,651,651,652,652,651,651,652,651,652,652,651,651,652,652,651,651,651,651,651,651,652,651,651,652,652,652,652,651,651,651,652,651,651,651,652,652,
651,652,652,651,652,652,651,651,651,652,651,652,651,651,651,652,651,651,652,652,651,651,652,652,651,652,652,651,652,1375,1376,651,652,651,651,652,652,652,652,652,
651,651,652,651,651,652,651,651,651,652,651,651,651,652,651,651,652,651,651,651,651,651,652,652,651,652,651,651,651,651,651,651,652,651,652,652,652,652,652,652,
651,651,651,651,651,651,652,651,651,652,651,652,651,651,652,651,651,652,651,651,652,651,652,651,651,651,651,652,651,652,651,651,652,651,652,651,652,652,652,652,
651,651,651,651,651,651,652,652,652,652,651,652,652,651,652,651,652,651,652,651,651,652,651,652,652,651,652,652,651,651,651,651,651,652,652,651,652,652,651,652,
651,652,651,652,652,651,652,652,652,652,652,651,652,652,652,652,652,652,651,652,651,652,651,651,651,651,652,651,651,651,651,651,652,651,651,651,652,651,651,652,
651,652,652,529,530,651,652,652,651,652,652,652,652,652,651,651,651,652,651,652,652,652,651,652,652,651,652,652,652,651,652,651,652,652,651,529,530,651,651,652,
1486,1375,1376,593,594,652,651,652,652,652,652,652,652,652,652,652,651,652,651,652,651,652,651,652,651,651,652,651,652,652,652,651,651,652,652,593,594,1375,1376,1487,
648,651,652,657,658,652,652,652,652,651,652,651,652,651,652,651,652,651,652,1375,1376,651,652,651,652,651,652,652,652,652,652,651,652,652,652,657,658,651,652,653,
712,713,714,715,714,715,714,715,714,715,714,715,714,715,714,715,714,715,714,715,714,715,714,715,714,715,714,715,714,715,714,715,714,715,714,715,714,715,716,717,
776,777,778,779,778,779,778,779,778,779,778,779,778,779,778,779,778,779,778,779,778,779,778,779,778,779,778,779,778,779,778,779,778,779,778,779,778,779,780,781,
840,841,842,843,842,843,842,843,842,843,842,843,842,843,842,843,842,843,842,843,842,843,842,843,842,843,842,843,842,843,842,843,842,843,842,843,842,843,844,845,
2000,905,906,907,906,907,906,907,906,907,906,907,906,907,906,907,906,907,906,907,906,907,906,907,906,907,906,907,906,907,906,907,906,907,906,907,906,907,908,2000,
2000,969,970,971,970,971,970,971,970,971,970,971,970,971,970,971,970,971,970,971,970,971,970,971,970,971,970,971,970,971,970,971,970,971,970,971,970,971,972,2000,
949,950,949,950,949,950,949,950,949,950,949,950,949,950,949,950,949,950,949,950,949,950,949,950,949,950,949,950,949,950,949,950,949,950,949,950,949,950,949,950,
1013,1014,1013,1014,1013,1014,1013,1014,1013,1014,1013,1014,1013,1014,1013,1014,1013,1014,1013,1014,1013,1014,1013,1014,1013,1014,1013,1014,1013,1014,1013,1014,1013,1014,1013,1014,1013,1014,1013,1014,
949,950,949,950,949,950,949,950,949,950,949,950,949,950,949,950,949,950,949,950,949,950,949,950,949,950,949,950,949,950,949,950,949,950,949,950,949,950,949,950,
1013,1014,1013,1014,1013,1014,1013,1014,1013,1014,1013,1014,1013,1014,1013,1014,1013,1014,1013,1014,1013,1014,1013,1014,1013,1014,1013,1014,1013,1014,1013,1014,1013,1014,1013,1014,1013,1014,1013,1014,
949,950,949,950,949,950,949,950,949,950,949,950,949,950,949,950,949,950,949,950,949,950,949,950,949,950,949,950,949,950,949,950,949,950,949,950,949,950,949,950,
1013,1014,1013,1014,1013,1014,1013,1014,1013,1014,1013,1014,1013,1014,1013,1014,1013,1014,1013,1014,1013,1014,1013,1014,1013,1014,1013,1014,1013,1014,1013,1014,1013,1014,1013,1014,1013,1014,1013,1014,
949,950,949,950,949,950,949,950,949,950,949,950,949,950,949,950,949,950,949,950,949,950,949,950,949,950,949,950,949,950,949,950,949,950,949,950,949,950,949,950,
1013,1014,1013,1014,1013,1014,1013,1014,1013,1014,1013,1014,1013,1014,1013,1014,1013,1014,1013,1014,1013,1014,1013,1014,1013,1014,1013,1014,1013,1014,1013,1014,1013,1014,1013,1014,1013,1014,1013,1014,
949,950,949,950,949,950,949,950,949,950,949,950,949,950,949,950,949,950,949,950,949,950,949,950,949,950,949,950,949,950,949,950,949,950,949,950,949,950,949,950,
1013,1014,1013,1014,1013,1014,1013,1014,1013,1014,1013,1014,1013,1014,1013,1014,1013,1014,1013,1014,1013,1014,1013,1014,1013,1014,1013,1014,1013,1014,1013,1014,1013,1014,1013,1014,1013,1014,1013,1014

