[header]
width=40
height=30
tilewidth=16
tileheight=16

[tilesets]
tileset=../Sprites/zeldaTileset16.gif,16,16,0,0

[layer]
type=Tile Layer 1
data=
1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,
1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1245,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,
1312,1312,1312,1312,1312,1312,1561,1561,1562,1312,1240,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1245,1240,1312,1312,1312,1561,1562,1312,1312,1312,1312,1312,1312,1561,1562,1312,1312,1312,
1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1561,1562,1312,1312,1312,1304,1312,1304,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,
1312,1312,1312,1312,1312,1312,1312,1312,1561,1562,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1240,1245,1240,1245,1312,1312,1312,1312,1312,1312,1312,1240,1312,1312,1312,1312,1312,1312,1312,
1312,1561,1562,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1561,1304,1312,1304,1312,1312,1561,1562,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,
1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1561,1562,1312,1312,
1312,1312,1312,1312,1312,1304,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1561,1562,1312,1312,1312,1312,1561,1562,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,
1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1245,1312,1245,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1561,1562,1312,1312,
1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1304,1309,1304,1309,1562,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1561,1562,1312,1312,1312,1312,1312,1312,
1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1240,1312,1240,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1304,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,
1312,1312,1312,1312,1312,1312,1561,1562,1312,1312,1312,1309,1312,1309,1312,1312,1312,1312,1312,1312,1312,1312,1304,1561,1562,1312,1312,1312,1312,1312,1312,1561,1562,1312,1312,1312,1312,1309,1312,1312,
1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1561,1562,1312,1312,1312,1312,1312,1561,1562,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,
1486,1312,1312,1312,1312,1312,1312,1561,1562,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1245,1240,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1487,
648,1486,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1304,1309,1312,1309,1312,1312,1312,1312,1312,1312,1312,1312,1312,1487,653,
712,713,714,715,714,715,714,715,714,715,714,715,714,715,714,715,714,715,714,715,714,715,714,715,714,715,714,715,714,715,714,715,714,715,714,715,714,715,716,717,
776,777,778,779,778,779,778,779,778,779,778,779,778,779,778,779,778,779,778,779,778,779,778,779,778,779,778,779,778,779,778,779,778,779,778,779,778,779,780,781,
840,841,842,843,842,843,842,843,842,843,842,843,842,843,842,843,842,843,842,843,842,843,842,843,842,843,842,843,842,843,842,843,842,843,842,843,842,843,844,845,
2000,905,906,907,906,907,906,907,906,907,906,907,906,907,906,907,906,907,906,907,906,907,906,907,906,907,906,907,906,907,906,907,906,907,906,907,906,907,908,2000,
2000,969,970,971,970,971,970,971,970,971,970,971,970,971,970,971,970,971,970,971,970,971,970,971,970,971,970,971,970,971,970,971,970,971,970,971,970,971,972,2000,
949,950,949,950,949,950,949,950,949,950,949,950,949,950,949,950,949,950,949,950,949,950,949,950,949,950,949,950,949,950,949,950,949,950,949,950,949,950,949,950,
1013,1014,1013,1014,1013,1014,1013,1014,1013,1014,1013,1014,1013,1014,1013,1014,1013,1014,1013,1014,1013,1014,1013,1014,1013,1014,1013,1014,1013,1014,1013,1014,1013,1014,1013,1014,1013,1014,1013,1014,
